,cleaned_tweet,label
15698,yank walk win,2
15699,hoe,1
15700,know bitch call lovin nigga prolly fuckin,1
15701,old man white galaxy phone cuz fag,0
15702,pussy tote adorbs jump bed litter stuck cat fucking annoying,1
15703,started wit nuttin hungry got couple nigga bitch want,1
15704,year still,2
15705,need bitch bring pizza,1
15706,fox say youre cunt,0
15707,nigga call bitch fight bitch naw whomp trick feel coming,0
15708,aint nothin cut bitch,1
15709,keyair angel amp female party promoter party promoter hoe amp angel bitch,1
15710,lmaopoor pussy,1
15711,youre faggotyoure texas fan,0
15712,looking love one day itll find thenkeep fuckin dese hoe yolo,1
15713,thanks carolina fan flipped birdsfew bottle head stick stone may break bone aluminum zimas,2
15714,nigga talk bitch day today,1
15715,happy birthday take spin yellow coupe,2
15716,got nigga got bitch want pnd,1
15717,wrestling villain must lie selectively coward bully gain unfair advantage bitch amp moan amp disre,1
15718,there coon classic kelly usher there classic stevie wonder prince there anything wrong,2
15719,kickin trash can golf cart,2
15720,pussy min like,1
15721,lupe fiasco retarded illegitimate son,1
15722,dnt trust bitch think shud bad girl club,1
15723,ima buy dat bitch jump rope bitch live jumpin conclusion,1
15724,relationship stop hoe hoe,1
15725,bitch tell angle watching bitch take selfies get right,1
15726,alec baldwin mock harrisperry cry forgiven transgression,2
15727,youre annoying cunt,1
15728,well maybe youre whore stupid ugly homeless bitch,0
15729,thanks bitch,1
15730,damn stupid someone need sit bitch amp explain,1
15731,cuddle tell beautiful needy bitch,1
15732,yall bitch hit mall looking new clothes need hit gym escalator cutting,1
15733,stupid gone wife bitch let nigga lick head public,1
15734,hoe,1
15735,bought hoe tomb stone since shes dying attention rip bitch,1
15736,hour almost page want slit wrist guess ill settle sleep,2
15737,never full retard,2
15738,ever see someone account think wow faggot time cant unfollow cant,0
15739,krabs sold spongebob cent thats knew hoe aint loyalrealist shit ive seen,1
15740,bitch,1
15741,dont luv deez hoe,2
15742,call janoskians faggot youre janoskianator,1
15743,pick bigger twat james blunt robin thicke,1
15744,ready rant gfs dog tear woman cant handle liquor get jealous club hoe,1
15745,denver air clip digging trash ghetto aurora put black mexican ballot good use,2
15746,straight grizzly would buy gay teddy bear bitch youre already bipolar,1
15747,youre bitch nobody like,1
15748,hoe twerkin birkin poppin coochie gucci bustin wide prada bendin louis,1
15749,ugh mine bitch mine amp mine thats baby man know amp aware thats,1
15750,shouldnt club done club saw bitch reject dance man,1
15751,apparently sound like country hick perk kentucky,1
15752,brandons dumb fat chunky whore,1
15753,fucking bitch,1
15754,mike napoli toughest son bitch ive ever known,1
15755,charlie rose coexist israel meshal occupier national consensus decide,2
15756,invisible celestial judge killed spew hate palestinian celebrity amp politician would,1
15757,buy margarita sure like way barstool show clam,1
15758,wan put food bitch pussy take cool picture dont get bitch dont like food pussy,1
15759,lol bitch act like single post picture nigga hahaha,1
15760,girl friend got watch bitch tryna encourage leave,1
15761,youre faggot ever kim possible bbm notification,1
15762,winning brown,2
15763,hoe gon hoe matter,1
15764,girl ignore text message get bothered give bitch attention,1
15765,quote funny caption nigga got hit side bitch,1
15766,nothing stop hoe going club,1
15767,thought mansion elan crazy migos wait til boosie amp gotti shut bitch tonight,1
15768,eat pussyrepeat,1
15769,girl saying nobody put dont nigga want bitch girlfriend fix shit,1
15770,mfz bitch sellin chicken wing amp fry,1
15771,next person see tweeting bitch shitting unfollowing,1
15772,ghetto jeopardy shit wack,1
15773,baby pussy tight today,1
15774,hoe,1
15775,renamed bitch yacht club,1
15776,lowkey bitch one ride lowkey,1
15777,playen side niggah shit mine omm,1
15778,got nigga bitch please stay tired yall taken girl,1
15779,dumb bitch,1
15780,hoe phase,1
15781,always ugly bitch dont like,1
15782,cant put trust bitch,1
15783,cant trust none hoe,1
15784,hoe give lil sista eye like betta call jump bitch,1
15785,wat type bitch nigga rape innocent female,1
15786,hate dont care new flash bitch dont live please aha,1
15787,cant never keep bitch cause put hoe,1
15788,please pornstars stop saying fuck tight pussy,1
15789,jsu coach omar johnson ball throw hit catch doesnt matter yankee,2
15790,wan know gon fuck shit amp fuck bitch,1
15791,clever watch burfict make hit mock official throwing flag,2
15792,choke bitch,1
15793,woman yelled cause drinking beer bitch fucking vacation,1
15794,milkshake let hoe bring one boy yard watch,1
15795,thought justin bieber couldnt anymore pussy get arrested canada fighting person,1
15796,well bitch biology said said female cant make baby together thats,1
15797,yah hoe,1
15798,dont care much hate girl ill never call hoe bitch slut shit lol,1
15799,medium matter executive behind campaign blogged trannies homo,1
15800,swear youre realest stay little bitch shit like,1
15801,burnt pussy lip,1
15802,way fuck bitch,1
15803,fucking pussy thats exactly let nigga talking,1
15804,bring bitch,1
15805,tiny jihadi,2
15806,making every bitch feel important,1
15807,pretty dat pussy got thousand mile book value fucked,1
15808,real tear outfit trash dyke outfit got weakkkkkkkk,1
15809,muslim military honour whatsoever sub human savage slaughter unarmed men woman amp child,0
15810,daddy still abusive rageaholic hospice making doody diaper like good fag,1
15811,record think dan snyder cunt hypocrisy nfl embarrassing point,1
15812,sterling cunt point simply everyone privately taped conversation released shut fuck,1
15813,thing irritating donald sterling cunt adam silver continually apologizing,1
15814,gift shop museum charge admission mass grave fucking cunt disgrace,1
15815,hard bigger man person cunt,1
15816,hawkeye avenger pussy,1
15817,love nig,1
15818,deme gallo pinto con carne asadita maduritoyuna milca amor,2
15819,office hoe shut fuck fucking chisme,1
15820,charlie sheen star new sitcom anger management therapist whats next casey anthony owner,2
15821,back hoe tho,1
15822,chillin couple hoe like hoe like nigga dont act like hoe,1
15823,cuz soon start wackcute shit hoe shes girl really,1
15824,looking like fucking bitch dont tho,1
15825,told yall side bitch motif powerful think sleep,1
15826,wonder hoe gon give halloween back child year,1
15827,got hoe sure cant find put lol,1
15828,cant deal thru got bitch lined got ego,1
15829,unfair hoe get dress hoe halloween,1
15830,definition bad bitch changed drastically year,1
15831,nigga cant even feel bitch pic without girl fuckin getting mad smh,1
15832,got cut carl thomas album call amp say fuck ruthless bitch lol,1
15833,sleep curve really bitch slept huh smh,1
15834,shes hoe cuz sex bro lol,1
15835,shes hoe cuz shes attainable bro,1
15836,woman deal trying best make entertaining bad word entertaining bitch lol,1
15837,dating scene wack dog shit super trash,1
15838,hoe gon find way wear spandex tellya,1
15839,famous nigga ruined game jacking price pussy michael paul budden,1
15840,woman america overstating value pussy,1
15841,young attractive successful supportive faithful man everythingu think bringing solely pussy table,1
15842,jameis winston nigger,0
15843,cant hoe saying another girl hoe hoe cancel,1
15844,downloaded flappy bird minute ago already deleted,2
15845,top tip day want inconspicuous elbow gig dont wear yellow jacket,2
15846,money clothes hoe car,1
15847,saw bitch texting driving rolled window hucked beer johnny fuckin patrol keeping,1
15848,yeah quit bitch back pop viagra get horny back dominating hole,1
15849,yeah kaepernick might biceps like greek god dude look like conceived proboscis monkey,2
15850,yeah start flex player next week trick play catching pass flipping bird smashing ass,1
15851,bitch nigga lol,1
15852,tweeted cant concentrate enough read sadlooking boob pussy pic men prob,1
15853,kik group called party line old charlie barber always hogging call,2
15854,lester parasitic spider monkey redeeming quality ran boat amp boat attracted woman,2
15855,money best pussy,1
15856,listen twitter asshole followed stupid cunt mean want piss,1
15857,porn star fancy talk professional hoe,1
15858,fuck bitch get touchdown,1
15859,,2
15860,fuck bitch aint bitch,1
15861,bitch curved dick,1
15862,bitch tit,1
15863,crazy girlfriend usually love longer amp got best pussy,1
15864,loyal pussy best pussy know thats,1
15865,bitch got real life hippo pet,1
15866,pussy like,1
15867,wrote whole game story orpik shut ovi two night row many mock really,2
15868,love hood bitch god help lmaoooo,1
15869,bitch garbage gta,1
15870,trash gay chris bosh joke getting old,1
15871,fixing car fade hoe gone catch pricless,1
15872,explaining girl dont hoe,1
15873,porn convincing afclick bitch appear bed damn right ima click shit nigga,1
15874,twitter rapper trash link,2
15875,lorde grammy amp bitch std,1
15876,help eliminate faking injury amp diving post game video review dive amp give diver yellow card game,2
15877,best friend hoe yaaas hunty hoe slaaaayy stranger hoe youre trashy youre whats wrong wit,1
15878,broke hoe always wan argue aint ate day get energy,1
15879,scared pepper spray bitch hand gently resting fanny pack,1
15880,bitch need crowd fight clearly easily influenced amp weak minded amp likely commit suicide,0
15881,girl sit face nose pussy ride nose like bull shes keeper,1
15882,love asking really hot skinny bitch theyre due,1
15883,need man pussy boy,1
15884,yall lucky dmx stopped makin music still barking hoe foo,1
15885,hoe lying olivia get bottom,1
15886,bitch possessed thot demon fucking dead,1
15887,height shit aint cute yall dumb hoe going public looking like jack bean stalk,1
15888,aint nuttin cut bitch,1
15889,lol aye watch mouth like mention faggot,1
15890,scary told come house fight wont even open door wtf scary hoe,1
15891,bitch love laughlol,1
15892,ill throw cheeseburger bitch,1
15893,dont splurge around hoe dont shine front bitch get dick like find front,1
15894,good pussy come smart mouth amp crazy attitude,1
15895,karahn jus called future baby lil shit bitch tell world dont,1
15896,said cute byeeee mad bitch come visit,1
15897,every bug ever killed sorry sorry bitch ass came house uninvited,1
15898,die flappy bird,2
15899,think ive opinionated bitch lately glad ive stayed quiet topic swirling around,1
15900,karma bitch nigga,1
15901,hoe want attention,1
15902,walk country kitchen restaurant order take bitch come ask table one look lonely,1
15903,messi refused subbed kidding took neymar little hobbit diva bitch,1
15904,defiantly going see new planet ape tonight,2
15905,bring round slum hoe get slayed,1
15906,lmfaooo bitch got pushed played sleep,1
15907,dont nigga want broke bitch,1
15908,charlie strong took longhorn logo player helmet earn back,2
15909,hun wrong social networking site good morning post something extra maybe,2
15910,cant handle liquor bitch cant handle,1
15911,nigga high school got shoved locker thrown trash can,1
15912,bitch better lie body cant stomach ill fucking die,1
15913,bitch say anything attention,1
15914,fucking bad bitch gone need money lil homie,1
15915,dont understand hoe say getting money twitter childish shit bitch,1
15916,finally realize bitch wan see wan see fall,1
15917,make bitch fly like peter pand tho,1
15918,need new bitch,1
15919,need real bitch,1
15920,grown hoe,1
15921,year hoe aint gone shit dick head,1
15922,told player one bitch,1
15923,lol got hoe feeling,1
15924,lol funny tho cuz every hoe talk shit nvm shit aint player,1
15925,lol bitch cool sit get kill get twitter talk,1
15926,lowkey put sum hoe map call kingtunchi bitch,1
15927,bitch lol thesis lil hoe funny,1
15928,bitch dis gone still eat dick see check,1
15929,hoe fucking dick turn lol fuckem tho,1
15930,bitch play side get left middle,1
15931,bitch aint,1
15932,dont tell side bitch family business thats none business,1
15933,skinny girl pussy good den dont feel nothing pussy point board skinny girl,1
15934,scholen waar directie leerkrachten pest kunt zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn,2
15935,suppose ride got bitch ina back seat,1
15936,pepper slant geniuscrazy call genius catch crazy drop blow get sack,2
15937,cant stand stuck bitch always got attitude reason dont know hurt yall stay round,1
15938,latest draftexpress mock draft randle cauleystein young poythress harrison twin amp dakari johnson,2
15939,gemma sure dirty bitch jax dad tried warn,1
15940,psa big booty hoe tig bitties xbox onepancake booty hoe pancake tit,1
15941,nothing wrong ariana grande cause dont look like hoe yall got problem,1
15942,single lady cuffed hoe,1
15943,side bitch made,1
15944,dropping hoe,1
15945,lol foreal lmao fuck amp real talk bitch know,1
15946,lovee bitch istg,1
15947,fufu bitch cant nun break heart set,1
15948,fucc cash hoe going respect poccets broke nip,1
15949,king fire king tip troubleman album trash def,1
15950,let hoe one girl end bein hoe,1
15951,week thursday might last game look forward nothing else jeter deserves night,2
15952,favorite jigger,2
15953,notvduringtheweek rule thrown quite monkey wrench viewing schedule,2
15954,lmfao nah keep three hunna twitpic selfie,2
15955,could never date someone yellow teeth,2
15956,hot bitch,1
15957,nude safe sends nude call homie aye hoe send trash nude,1
15958,working hoe,1
15959,think bad bird compare,2
15960,charlie crist doesnt political party join could become spokesman fan company,2
15961,take trash today thankfully thanks lady,2
15962,nigga wearing tom amp uggs amp bitch wearing jay amp timbs lol aint usher meant said trading pla,1
15963,milf sexy mom youre youre bitch baby,1
15964,hate ghetto loud rude ugly bitch bitch already ugly fck got loud,1
15965,good friend support encourages hoe activity,1
15966,bitch act local think global,1
15967,kayci greet saying hey cunt like make lol person okay cal,1
15968,hey cunt miss,1
15969,hey cunt miss,1
15970,dont play monkey earn shit,1
15971,kill carl nigga glenn who gon take care hoe maggie,1
15972,nashville atlanta houston many trash driver,1
15973,respect nigga respect girl amp dont pay hoe attention salute,1
15974,mean like yankee year prioritized farewell tour playoff run,2
15975,rich homie bird man gone mansion lan tonight nigga got fuckd bouncer,1
15976,loud ghetto amp energetic arent offensive thing amp come nothing ashamed,1
15977,bitch ugly person,1
15978,lmao slope,2
15979,gold standard isnt even close silver,2
15980,ima bitch lol,1
15981,cant ugly shitty fucking person pick struggle bitch,1
15982,many nigger store kno stealing vine still weak,1
15983,always say dont love hoe yet girl hoe,1
15984,bitch real looooool yaga,1
15985,single wasp could read tweet could peace treaty wasp man wasp,2
15986,bow wow hoe stage lol,1
15987,bitch love body party time take dick party canceled false advertising bitch,1
15988,lmao yall single hoe stay pregnant,1
15989,okay going krispy kreme realfat bitch nigga trying,1
15990,finished essay quiz bitchgood job bud proud,1
15991,tbh didnt even mean mock,1
15992,stop little bitch,1
15993,idea diet eating regular oreo instead double stuft takin half cookie still dip,2
15994,first day school lost student say bro know whe cho bitch,1
15995,bitch love lol,1
15996,idk favoriting shit hoe bye,1
15997,bitch done kegals today,1
15998,yam pussy,1
15999,bitch itty bitty titty committe,1
16000,lol robbing aint word damn robbing bitch,1
16001,bitch forgetting,1
16002,beautiful smile colored eye,2
16003,babe buy brazilian peruvian bengali,2
16004,nigga slope intercept form equation cant make scrambled fuckin egg thats lil backwards,1
16005,giant pitiful jetspitiful mets pitiful yankeespitiful net pitiful knickspitiful sport pitiful,2
16006,lewis trash lmao,2
16007,lol thats grwn man shitnd bitch loven,1
16008,nigga wan bitch party yall know address knock door,0
16009,dont want heart broken dont check nigga entertains hoe,0
16010,comma bitch period,1
16011,bitch fucking stupid smh,1
16012,ariana grande built like year old chinese boy bitch shaped like iphone nigga crazy,1
16013,bitch love posting goal pic showing range rover mansion money everywhere bitch unemployed,1
16014,bitch see picture couple walking stair together caption goal bitch going,1
16015,classic style tweeting troll dyke tweet list etc crazy many nigga tweet like,1
16016,remember phone sex white bitch said pussy tasted like salt vinegar chip aint tal,1
16017,nigga kanye took kim wendys mean yall regular hoe dont deserve date,1
16018,miley cyrus pussy probably taste like wet dog negative bitch look like justin bieber ove,0
16019,girl told period immediately power bombed hoe,1
16020,thats logic hoe single nobody tell right right,1
16021,unhappy scrappy got pataki bitch say tacky daddy range look like laffy taffy,1
16022,instagram always acting like bitch bruh,1
16023,bitch,1
16024,loyalty dead gtfo dont marginalize bitch,1
16025,yeah cant wrestle might rock bottom foreal big bitch proud lol let live,1
16026,hit bitch forget bitch left kid fuckin face,1
16027,damn cuh alu mohe nigga make sure alu polosi nifo,1
16028,ouuua ita siana alu polosi nifo namu tae,2
16029,ugly hoe love fight lmao aint got none lose,1
16030,give credit bitch went amp took took tha,1
16031,dont forget got take trash need milkand spermicidal lube,2
16032,scorpio aka hoe season right around corner,1
16033,bitch pull hair win lol tweet lose,1
16034,right wan fuck bad hoe hoe didnt really wan fuck,1
16035,eat pussy taste like mold stop cant tell ppl ate aint finish,1
16036,tell got good pussy never try hit mean,1
16037,jody really pussy tho let lil nigga jump take bike old head sonned front mama,1
16038,lol nigga like damn would bitch helped family move dryer almost fell,1
16039,long distance sex definitely thinking like bitch lil much,1
16040,nowadays threesome new generation bitch one hoe gon tell everybody fucked,1
16041,female model person trash,2
16042,nigga fuck bitch nigga dat aint sneak dissn bitch made shit starter sneak dis,1
16043,hoe know,1
16044,forgive hoesgirls,1
16045,top comeback call nigga ugly still pull hoe,1
16046,rip robin williams gon fuck baddest bitch tonight bruh,1
16047,hell nah bitch,1
16048,thats say bitch aint got job,1
16049,bitch aint shit amp pussy greatest vice love smokin weed hate advice,1
16050,remember trash floor car upgraded amp put wale gifted feel like old car htt,2
16051,rihanna talented hoe,1
16052,dez caked bitch something cause playing like dez bryant god dammit patr,1
16053,one nigga past told one thing never forget one man trash another man treasure,1
16054,nicca said imma slap daddy den put still nigga aint,1
16055,eat mango get bitch honest dont either,1
16056,yall hoe yall plastic body maaaaan smh,1
16057,shout mama cause aint raise hoe,1
16058,lmfaooo like bitch alanah serious,1
16059,exactly shit saidgtgtgt nobody think mimi outta line inviting stevie gay nicca,0
16060,rather argue amp make fight amp break cause thirsty bitch love see happy home fuc,1
16061,taco hoe,1
16062,shitty promise better bitch,1
16063,good pussy nigga like funniest thing ive ever seen,1
16064,lil bitch,1
16065,mets superstar pitcher yankee game wearing knicks hat,2
16066,lmao damn bitch trash lmao,1
16067,nigga trippin shoe club wear hoe nigga shoe club shoe,1
16068,want nigga spend hard earned money hoe strip solves problem lol,1
16069,color entire arm black sharpie fist wife asshole know nigger dick feel like,0
16070,gave calling wife nigger sex lent,1
16071,fighting hoe one lamest thing,1
16072,nigger day honor nigger tradition working,0
16073,wake bitch upl jack bauer,1
16074,searching hoe got aint one bruh,1
16075,fat maybe pussy wack amp drove man crack khloe kardashian winning life,1
16076,grow bitch,1
16077,hot trash,2
16078,today something dope tomorrow thing trash next month irrelevant next year classic,2
16079,swear bitch fall nigga dont believe combing hair,1
16080,told artprize trash,2
16081,beat trash nigga fuck dont like,1
16082,five thing ill never give bitch heart weed money twitter netflix password,1
16083,side know side need,1
16084,ross pulling hoe,1
16085,yall got baby mama realize bitch real enemy,1
16086,want birffday big booty hoe got big booty call big booty,1
16087,sometimes turn phone loud tweet hear bird chirp,2
16088,superman man steel emotion bitch,1
16089,know one person could say anything look thinking youre retarded stfu,0
16090,friend always trynna get breakup wit nigga thot shit wit themthem bitch really aint friend,1
16091,year two fan base unc indiana said thing right way others rogue,2
16092,bitch think know everything,1
16093,cant please everyone shouldnt nothing good come people say faggot insult,1
16094,know superhero story best insult superheroes dumb mooks come dogooder,2
16095,retweets random shit cause bad bitch tweeted,1
16096,buy ticket transformer lock aluminum trash toss overpass,2
16097,amber rose everything vmas killen every bitch,1
16098,bitch doesnt forget,1
16099,bitch whatever,1
16100,rude talk fat bitch cool talk skinny bitch know alot thick hoe ver,1
16101,keep bitch amp ill stay grind,1
16102,key open door key albino,2
16103,supporter say white evil albino black baby seriously,0
16104,wtf bitch sound retarded,1
16105,write bar side hoe money know real,1
16106,got flappy bird holy shit,1
16107,lmao bitch saw camera amp looked big screen realized,1
16108,side hoe playing much amp want head,1
16109,eat gluton free pussy lil,1
16110,nerdy fat bitch yes sir fucked basedgod lil,1
16111,ultimate bitch mixtape done word lil lil,1
16112,dat dont argue wit dese bitch lol keep brief trappa lls,1
16113,still texan nation hoe,1
16114,isi jihadi terrorist post tweet every minute spread propaganda,2
16115,home bitch,1
16116,bitch twerk anything rock countrythese bitch twerk gospel take king,1
16117,never send kid private school would never experience ghetto public school fight,2
16118,hungry someone would send flying parachute brownie attached like hunger game tha,2
16119,lana term bad bitch track ive never proud,1
16120,bitch ill end fucking life fuckboy,1
16121,pepsi cola lady pussy taste like,1
16122,magnus team leader particularly rude unhelpful opposed charlie blatantly lied awful service,2
16123,smh got ebola stick foot feel freshness bitch mosquito nerve,1
16124,nov thanksgiving dinner proof main day preoccupied giant bird,2
16125,love everybody ion hate bitch,1
16126,babe amp love thse sexy bitch,1
16127,hate bitch say dont care nigga broke got nothing going acting like fake,1
16128,getting check like nike icy bitch like dice soho,1
16129,eating pussy goodeating everybody pussy aint healthy,1
16130,mother manchester terror twin went syria become jihadi bride snatched isi,2
16131,furrybah paypay voice hoe everybody nigga,0
16132,fez nipple couldnt covered two trash lid,1
16133,kevin love bein hoe let world know gon laker season dawg,1
16134,video talking trash facing today scrimmage,2
16135,gfbf dont like talk bitchnigga dont talk bitchnigga,1
16136,fuck hoe respect woman love lady,1
16137,braxton curti hoe nigga wen see ima smack like lil bitch,1
16138,bitch playing volleyball timberland edmondson kid,1
16139,nice baby bump bitch,1
16140,yeah right queer piece youve ever got finger broke thru toilet paper,1
16141,racist white cop arresting black cant wait till black cop arrest whities hear bitch,1
16142,seven gram blunt almost drowned pussy swam butt quote weezy verse,1
16143,lil bitch dont read receipt,1
16144,smokin dick bitch,1
16145,dive tha pussy like,1
16146,early bird,2
16147,fan flashback remember phil hughes already still,2
16148,amici brief filed behalf kind like charlie brown never ever getting valentin,2
16149,karma bitch genuinely mean,1
16150,adam sexy bitch conceded ilusm,1
16151,old bitch love garden,1
16152,cub pirate damn sure aint fing cardinal care abo,1
16153,youre local cant love anybody everybody turn hoe springbreak,1
16154,bain wasnt hoe nigga,1
16155,cant none hoe swim renamed bitch yacht club,1
16156,fuck feed hate fat thick bitch,1
16157,dont stand line club security come escort yellow diamond tell bitch get scorpion,1
16158,lickin mini fro bitch,1
16159,annoying shit world bitch start talkin bout something say nevermind,1
16160,joe changed life went back old bitch got bitch worked,1
16161,killlees hoe feel like,1
16162,trash liar law student terrible liar,2
16163,muslim group slaughter child nigerian school child burned alive shot amp slit throat tried escape,2
16164,jihadiinchief hussein urge restraint fighting islamic butchersapparently nice isiswe might hurt,2
16165,bitch dont,1
16166,bitch hoe check get new follower,1
16167,wish flying nimbus picked hoe could tell pure hearted bitch hoe gon drop,1
16168,bitch see katy perry pic katy perry fit,1
16169,fun game slap bitch,1
16170,man bitch fucked ill burn yall house hoe thats bumble bee real grandma hoe,1
16171,man fuck flappy bird,1
16172,baddest bitch didnt win queen fuck mexican ill buy house,1
16173,bitch dont avoid wan spoil,1
16174,cant letting messy hoe mess business,1
16175,yall save hoe ratha save paper,1
16176,fella guess dont like asked looking mean called resting bitch face look,1
16177,bitch grade weird,1
16178,bdubs packed beaner,0
16179,got hoe got nigga,1
16180,let ngga ask chick give money yall hoe say thats make stay leave,1
16181,stevie playa tho aint playerhe stand solid behind bullshit bitch respect,1
16182,suck momma flappy bird,1
16183,yall hoe super weakkkkkkkk,1
16184,aint pussy hot minute omm,1
16185,calm bitch touch boob amp ill dick amp staple forehead since wan,1
16186,timeline right raven raven raven commercial tweet raven raven raven amp bitch talkin,1
16187,dont nigga want broke bitch crazy bitch better broke nigga,1
16188,pussy never turn remember,1
16189,side bitch try hug public,1
16190,nigga talk bitch day let sink,1
16191,get fucked racist inbred hillbilly fuck,0
16192,gzs defense team paying medium trash prosecution constantly,2
16193,iggys sextape prolly gon trash nigga made ugly,1
16194,thats fault asking sent number tho dumb bitch,1
16195,bitch bye dawg look shit,1
16196,big booty sour face hair hoe,1
16197,cant fuck sentimental bitch,1
16198,girl mind princess class amp bitch doesnt give fuck,1
16199,dont bitch dude easiest way get bro something,1
16200,girl hey beautiful friendship last month bros sup pussy friendship last forever,1
16201,lawd twitter humble fuck hoe quick,1
16202,new orleans still trash,2
16203,wear weave like bitch got hair,1
16204,someone murdered police investigate spouse first tell everything need know abo,2
16205,breaking florida prolife gov rick scott defeat proabortion challenger charlie crist,2
16206,plot twist take lot cut bitch,1
16207,pity party trash amp dont throw,2
16208,long day work bitch wunna rest foot lol,1
16209,fat nigga aint ever gotten broad anything content character dont bitch think sex,1
16210,pussy,1
16211,corny sex wan kill bitch right amp,1
16212,average nigguh chasin money amp dream tryin stay trouble,1
16213,ima beat pussy like ray rice hit left dont need right,1
16214,bum bitch look like hype thot hot ready dirty,1
16215,dat drop dum ask jump dick reed cluck thot,1
16216,bitch gone wat bitch,1
16217,errday take chance real street nigga shit take chance fuckin wit nothin hoe sumtime lol,1
16218,aint chasin hoe got asthma lol,1
16219,ion feel dese nihhas bitch,1
16220,rip blood money shoryy rider blew dat shy glizzy bitch city yea yea,1
16221,bitch must jojo world,1
16222,bitch brag crazy like thats cute thats like nigga bragging abusive,1
16223,eddie lacy rookie year well deserved green amp yellow bumble bee bekuz hit gon stinggreen bay,2
16224,pik taken biebz shout nig jereme rogers,1
16225,bitch take,1
16226,typical coon activity,0
16227,star tweet hope magically get pussygood luck keep,1
16228,bitch bye,1
16229,thought problem,2
16230,mona lisa couldve bad bitch,1
16231,hippie dressed tumblr bitch smoke blunt sudden theyre abstract thinker,1
16232,charge ipod fuck redskin,1
16233,holy fucking shit game third string redskin team gut wrenching,1
16234,everyone redskin lathered oil fuck,1
16235,fucking san francisco game man wish trash garbage team never pray meet fucking,1
16236,call son nigger even respectable white ppl uncomfortable call thugyou probably get,1
16237,bitch cut lmfaooooooooooo,1
16238,juan like black girl monday wednesday spanish girl thursday amp friday amp white bitch weekend tbb,1
16239,bitch hate another bitch relationship,1
16240,bitch get dick dickmatized,1
16241,oml never questioned nigga another bitch amp nigga ever said shit like nigga lied,1
16242,good pussy take mind struggle stress everyday life,1
16243,lot easier let girl find shes giving pussy like goodie bag birthday bash,1
16244,say tainted dont necessarily mean hoe scandalous could number thing,2
16245,really wan please man seeing pleased gon turn know bitch aint really clai,1
16246,weeknds fan person half hoea quarter gothic quarter hipster,1
16247,thats call bitch block fuck someone stay fight hit,1
16248,thing cunt talked cry traffic jam know nothing abou,1
16249,trash name calling read shit bitch thats got,1
16250,got body faggot,1
16251,let make clear dont need fucking body dont need none whack hoe friend,1
16252,think hard forhick hopget major air time station,2
16253,weather seriously fucken retarded gon something today almost saturday,1
16254,yesss one ooze nigguh,1
16255,make paper ball trash,2
16256,eat food thats hot start breathing like retarded dragon,2
16257,kicked soul outta dis bitch,1
16258,amo esa gente que odia,2
16259,love hide bitch keep shorty,1
16260,hoe aint loyal,1
16261,aint get trap house,1
16262,project hoe bitch get income tax shit like,1
16263,aint got problem chick goin vacay state hoe declare aid border come back,1
16264,chill tweet dont like bitch wit short hair mention gon full,1
16265,pussy see whisker,1
16266,california state assemblywoman remain proud celebrating weekend,2
16267,female always complaining shit nigga aint right like bitch dont flaw,1
16268,anyone everyone fuck hoe,1
16269,lmaoooo break got pull old hoe move like,1
16270,sex date dont mean hoe waiting day wont make wife cute pic dont mean yall happy title,1
16271,guy youre constantly asshole doesnt give damn beyond pussy,1
16272,dyke bitch walk around proud pregnant girlfriend like got pregnant,1
16273,eating pussy dangerous bitch trying snap fucking neck,1
16274,need ride die bitch,1
16275,nigga santa come hood nigga gon rob sleigh hoe,1
16276,cause liked photo week ago dont mean stalking bitch dont look good used,1
16277,lord help bitch,1
16278,bitch foot year slavery,1
16279,weed louder darkskin bitch club,1
16280,well damn girl bad bitch,1
16281,bitch read message doesnt respond,1
16282,bitch hungry,1
16283,would never someone thats afraid tell nigga bitch together look like secret fuck outta,1
16284,look like black persian rug design bitch couple nut stain dingy boy,1
16285,wish appropriate around slapping bitch say stupid shit,1
16286,cant hear pussy smacking aint wet enough,1
16287,swear better see next bitch,1
16288,pnd vocal trash lmao,2
16289,gay girl really get pussy nigga,1
16290,group condemns joe bidens offensive reference shylock,2
16291,nigga gone nigga sorry amp hoe gone hoe regardless,1
16292,kanye like bitch even think attacking elevator,1
16293,unt really fucking suck year smh get right back trash one season,1
16294,bpg bitch,1
16295,iggy got fat bitch look like flounder fish,1
16296,pregnant cupps classic response liberal dem call chunky bonus tweet,2
16297,hazel look like bird kaep prolly related nose shit thats berg wont ever make dat bit,1
16298,free pancake day ihopside bitch finna finally get date nigga,1
16299,bitch start looking bae,1
16300,friendly reminder shouldnt try sex bird,2
16301,kik hoe got iphone bitch,1
16302,bird doesnt sing answer sings song,2
16303,life bitch youve got kick,1
16304,amp nigga dont care leave cause got another bitch tired creeping anyway,1
16305,cant bitch tell nigga mine ready tell level shit,1
16306,proudly racist dumb nigger,0
16307,dont love keep couple hoe side,1
16308,dude last day fuck walk bitch,1
16309,trash,2
16310,thats sport forget arrogance amp trash talking making people feel like part,2
16311,whats going pussy,1
16312,oreo adorable,2
16313,dont cat tweet youre big pussy,1
16314,cant treat hoe like lady man,1
16315,knew bad bitch kinda slow,1
16316,heard love dont love vogue work lastnight shit groovy bitch,1
16317,big night wcvb martha coakleycharlie baker debate bruinsminnesota wild world series game,2
